epoch,step,train_loss,val_iou,val_loss
0,1,,0.026290373876690865,0.9178125262260437
1,3,,0.08931276202201843,0.9130637049674988
2,5,,0.224283829331398,0.8985282778739929
3,7,,0.25225183367729187,0.8845475316047668
4,9,0.822211503982544,,
4,9,,0.18913672864437103,0.872585117816925
5,11,,0.1777283400297165,0.8795146346092224
6,13,,0.1793958991765976,0.8601178526878357
7,15,,0.19445699453353882,0.8413863182067871
8,17,,0.21198749542236328,0.8427245616912842
9,19,0.8575465679168701,,
9,19,,0.19848603010177612,0.8367329239845276
10,21,,0.21789748966693878,0.8115484118461609
11,23,,0.25597870349884033,0.8068615794181824
12,25,,0.2556164562702179,0.7999261021614075
13,27,,0.26379355788230896,0.8124329447746277
14,29,0.8740127682685852,,
14,29,,0.2946110665798187,0.791537344455719
15,31,,0.29100096225738525,0.7931674122810364
16,33,,0.26847246289253235,0.8103210926055908
17,35,,0.2921489179134369,0.7831907272338867
18,37,,0.25232869386672974,0.8110330700874329
19,39,0.7398474216461182,,
19,39,,0.246840238571167,0.8134223818778992
20,41,,0.25905582308769226,0.8129698634147644
21,43,,0.244008406996727,0.8162505030632019
22,45,,0.2888270914554596,0.8373820185661316
23,47,,0.2772933542728424,0.7964579463005066
24,49,0.7617342472076416,,
24,49,,0.3102228045463562,0.8021418452262878
25,51,,0.4026457369327545,0.7636439800262451
26,53,,0.3249264061450958,0.7904658317565918
27,55,,0.34514120221138,0.7958791255950928
28,57,,0.3843856155872345,0.7932941317558289
29,59,0.7965372800827026,,
29,59,,0.3838525712490082,0.7888934016227722
30,61,,0.4802611768245697,0.7916684150695801
31,63,,0.4275595247745514,0.7788943648338318
32,65,,0.4264649450778961,0.8044622540473938
33,67,,0.42624154686927795,0.768727719783783
34,69,0.7977116703987122,,
34,69,,0.4371594488620758,0.7746503353118896
35,71,,0.4702843725681305,0.7453684210777283
36,73,,0.39666947722435,0.7539574503898621
37,75,,0.3633286952972412,0.7743503451347351
38,77,,0.4441286027431488,0.7896711230278015
39,79,0.7966295480728149,,
39,79,,0.5599027276039124,0.7630448341369629
40,81,,0.412106990814209,0.7626762986183167
41,83,,0.45090970396995544,0.760906994342804
42,85,,0.4084223210811615,0.7394583821296692
43,87,,0.4593300521373749,0.7361629009246826
44,89,0.7365511059761047,,
44,89,,0.5230567455291748,0.7445914149284363
45,91,,0.5200996398925781,0.7309181094169617
46,93,,0.4479912221431732,0.7648918032646179
47,95,,0.4922325611114502,0.7065472602844238
48,97,,0.5245906114578247,0.738757848739624
49,99,0.7892007231712341,,
49,99,,0.5057536363601685,0.7424617409706116
50,101,,0.4716106951236725,0.7394669651985168
51,103,,0.5285599231719971,0.6942440867424011
52,105,,0.47975173592567444,0.7562263607978821
53,107,,0.5655966401100159,0.7132107615470886
54,109,0.6374499797821045,,
54,109,,0.5106687545776367,0.713763952255249
55,111,,0.4994427263736725,0.7250593304634094
56,113,,0.5514470934867859,0.6864567399024963
57,115,,0.5466310381889343,0.6873639225959778
